11月4日17時37分	赤 予選
バスタオル1補正Y lidar(1790,2967),17	G(2049,5191),N(2046,5174,0.077399)	RS(0,0)
バスタオル1補正X 無し lidar(1790,2967),3	G(2049,5191),N(2046,5176,0.127440)	RS(0,0)	10
バスタオル1補正Y lidar(1790,2967),17	G(2049,5193),N(2046,5176,0.127440)	RS(0,0)
バスタオル1補正X 無し lidar(1802,2965),3	G(2049,5193),N(2047,5178,0.155338)	RS(0,0)	10
バスタオル1補正Y lidar(1802,2965),15	G(2049,5193),N(2047,5178,0.155338)	RS(0,0)
バスタオル1補正X 無し lidar(1802,2965),3	G(2049,5193),N(2047,5183,0.120631)	RS(0,0)	10
バスタオル1補正Y lidar(1802,2965),15	G(2049,5198),N(2047,5183,0.120631)	RS(0,0)
バスタオル1補正X 無し lidar(1807,2963),3	G(2049,5198),N(2048,5186,0.075028)	RS(0,0)	10
バスタオル1補正Y lidar(1807,2963),13	G(2049,5199),N(2048,5186,0.075028)	RS(0,0)
バスタオル1補正X 無し lidar(1807,2963),3	G(2049,5199),N(2048,5189,0.010321)	RS(0,0)	10
バスタオル1補正Y lidar(1807,2963),13	G(2049,5202),N(2048,5189,0.010321)	RS(0,0)
バスタオル1補正X 無し lidar(1807,2963),3	G(2049,5202),N(2049,5192,-0.076766)	RS(0,0)	10
バスタオル1補正Y lidar(1807,2963),13	G(2049,5205),N(2049,5192,-0.076766)	RS(0,0)
バスタオル1補正X 無し lidar(1806,2951),3	G(2049,5205),N(2049,5198,-0.203985)	RS(0,0)	10
バスタオル1補正Y lidar(1806,2951),1	G(2049,5199),N(2049,5198,-0.203985)	RS(0,0)
バスタオル1補正X 無し lidar(1806,2951),3	G(2049,5199),N(2050,5200,-0.214800)	RS(0,0)	10
バスタオル1補正Y lidar(1806,2951),1	G(2049,5201),N(2050,5200,-0.214800)	RS(0,0)
バスタオル1補正X 無し lidar(1807,2942),3	G(2049,5201),N(2051,5201,-0.204365)	RS(0,0)	10
バスタオル1補正Y lidar(1807,2942),-8	G(2049,5193),N(2051,5201,-0.204365)	RS(0,0)
バスタオル1補正X 無し lidar(1807,2942),3	G(2049,5193),N(2051,5202,-0.128059)	RS(0,0)	10
バスタオル1補正Y lidar(1807,2942),-8	G(2049,5194),N(2051,5202,-0.128059)	RS(0,0)
バスタオル1補正X 無し lidar(1855,2936),3	G(2049,5194),N(2051,5203,-0.018256)	RS(0,0)	10
バスタオル1補正Y lidar(1855,2936),-14	G(2049,5189),N(2051,5203,-0.018256)	RS(0,0)
バスタオル1補正X 無し lidar(1855,2936),3	G(2049,5189),N(2051,5204,0.017511)	RS(0,0)	10
バスタオル1補正Y lidar(1855,2936),-14	G(2049,5190),N(2051,5204,0.017511)	RS(0,0)
バスタオル1補正X 無し lidar(2218,2936),3	G(2049,5190),N(2051,5204,0.048324)	RS(0,0)	10
バスタオル1補正Y lidar(2218,2936),-14	G(2049,5190),N(2051,5204,0.048324)	RS(0,0)
バスタオル1補正X 無し lidar(2218,2936),3	G(2049,5190),N(2051,5204,0.041087)	RS(0,0)	10
バスタオル1補正Y lidar(2218,2936),-14	G(2049,5190),N(2051,5204,0.041087)	RS(0,0)
バスタオル1補正X 無し lidar(2218,2936),3	G(2049,5190),N(2051,5204,0.041087)	RS(0,0)	10
バスタオル1補正Y lidar(2218,2936),-14	G(2049,5190),N(2051,5204,0.041087)	RS(0,0)
バスタオル1補正X 無し lidar(2260,2943),3	G(2049,5190),N(2051,5204,0.041087)	RS(0,0)	10
バスタオル1補正Y lidar(2260,2943),-7	G(2049,5197),N(2051,5204,0.041087)	RS(0,0)
バスタオル1 lidar(2260,2943) RS_Y:0,X:0	now(2051.955811,5204.150879,0.041087)	10
バスタオル2補正前 lidar(2224,2929) RS_Y:0,X:0	now(2051.955566,5204.462891,0.041087)	11
バスタオル2移動始め lidar(2224,2929) goal(2051,5700,0.000000) now(2051,5204,0.041087)
バスタオル2補正X 無し lidar(2224,2929),3	G(2051,5700),N(2051,5204,0.041087)	RS(0,0)	11
バスタオル2下がり待ち lidar(2224,2929),3	G(2051,5700),N(2051,5204,0.041087)	RS(0,0)
バスタオル2下がり待ち lidar(2225,2932),3	G(2051,5700),N(2051,5204,0.041087)	RS(0,0)
バスタオル2下がり待ち lidar(2225,2932),3	G(2051,5700),N(2051,5204,0.041087)	RS(0,0)
バスタオル2下がり待ち lidar(2222,2931),3	G(2051,5700),N(2051,5204,0.041087)	RS(0,0)
バスタオル2下がり待ち lidar(2222,2931),3	G(2051,5700),N(2051,5204,0.041087)	RS(0,0)
バスタオル2下がり待ち lidar(2220,2940),3	G(2051,5700),N(2051,5204,0.041087)	RS(0,0)
バスタオル2下がり待ち lidar(2220,2940),3	G(2051,5700),N(2051,5204,0.041087)	RS(0,0)
バスタオル2下がり待ち lidar(2220,2940),3	G(2051,5700),N(2051,5204,0.041087)	RS(0,0)
バスタオル2下がり待ち lidar(2225,2946),3	G(2051,5700),N(2051,5204,0.041087)	RS(0,0)
バスタオル2下がり待ち lidar(2225,2946),3	G(2051,5700),N(2051,5204,0.061557)	RS(0,0)
